ファイル名,黒,白,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400
1486098610019999981.sgf,å½±å½±010211,æ¸…7å¾?,0.125,0.105,0.08,0.082,0.223,0.207,0.383,0.314,0.801,0.603,0,0.247,1.427,1.031,1.9,2.146,0.771,0.374,0.831,0.532,1.62,1.538,0,0.335,1.105,1.71,0.117,0.275,1.228,0,0.62,0,0,0,0,0.182,3.114,2.606,5.394,2.406,2.933,2.077,1.323,0.611,4.153,2.142,1.898,0.863,0,0,0,0.754,3.157,0,7.154,4.093,5.297,6.538,3.943,0,4.258,0,3.342,0,1.595,3.387,4.924,2.442,1.193,0.264,2.913,2.42,2.525,2.608,2.331,2.19,3.25,2.944,2.638,2.544,4.632,3.54,5.281,4.495,4.232,6.061,4.097,7.433,6.66,5.426,0.486,2.873,1.873,4.403,8.558,8.717,0,5.668,3.325,2.288,1.452,3.393,2.282,0,0,1.525,0,1.146,0,2.234,5.524,10.483,5.867,10.868,-0.193,0,3.9,4.151,-0.396,-0.146,6.716,5.812,1.137,5.971,1.052,1.927,2.514,1.51,3.772,1.441,0,2.144,16.152,0,0,11.314,8.987,0,1.523,7.607,-0.326,7.087,1.372,0,5.37,6.948,23.584,8.46,-5.729,0,20.626,-1.923,-1.704,-6.153,1.768,0,1.678,-8.909,0,57.591,0,0,50.579,0,1.357,0,3.589,0,2.657,0,-0.135,0,20.983,0,16.122,132.279,0,2.276,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1486200957019999466.sgf,èŽ«å?‰äºšç”·,6å²?å?Š01,0.004,0.064,0.021,0,0.158,0.274,0.424,0.451,0,0.474,0,0,1.73,0,0,0,4.539,0,3.037,0,0,6.58,0,3.82,1.486,0.401,0.462,0.059,0.685,4.754,0.101,2.445,2.511,0,1.628,1.817,1.585,0,0,0,0,0,1.5,0.481,0,0,0,0,0,4.96,0,0,5.617,1.109,0,0,0,1.924,2.188,5.799,0,0.362,2.216,2.014,2.756,0.78,4.819,4.005,1.885,1.523,0.78,0.611,2.325,1.331,0,0.62,3.327,-0.098,0,0,0.221,3.086,0,0.169,1.43,0.537,0,-0.098,0,4.663,0,0.883,3.134,1.712,1.646,1.905,2.997,0,0,-0.21,2.006,0.657,0,5.567,0,5.339,0,0,6.198,0.584,0,0,3.881,3.788,0,3.57,0,4.069,4.177,6.277,5.572,1.182,-0.743,2.166,4.526,0,24.439,0,7.655,0,0,3.09,0,13.087,12.895,22.85,0,13.591,10.554,0,5.509,0,11.062,28.941,29.613,9.882,0,3.634,3.186,3.056,3.343,0,0,0,9.771,-0.545,0,4.887,0,0,0,0,0,0,0,0,0,0.812,0.302,0,2.733,4.706,1.881,1.632,2.888,0.164,0.551,0,6.049,2.337,1.142,2.079,0.564,5.971,7.018,6.178,6.543,6.255,0,3.111,0.095,0,2.364,2.877,2.993,0,0.023,0,-0.025,0,0.169,0.511,0.191,1.735,0.728,0.427,-0.047,0,0.569,0,0.453,0.818,0.82,1.263,0.811,2.745,2.902,0.666,0.577,0.077,0,-0.007,0,0.41,0,0.035,0,1.332,-0.045,0.239,0.226,0,1.189,1.2,1.186,0.514,0.801,2.588,0.616,0,0.552,0.024,0,0.537,0,1.172,1.317,1.347,1.353,1.275,0,0,0.397,0.288,0,0,0.497,0.433,1.442,1.16,0,0,0,-0.008,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1486202926019999481.sgf,xhw2078,æœ?å¼€,0.007,0.174,0.048,0,0.336,0.61,0.336,0.296,0.357,0,0,0.495,0,0,1.513,0,2.032,2.007,2.265,1.631,0.471,0.955,0,0.312,0,1.563,0.032,0.025,2.244,4.477,0,5.442,0,11.395,9.335,3.918,0,3.9,0,2.025,0.996,4.839,2.009,2.765,0.71,1.635,1.973,10.9,6.271,1.98,3.343,13.524,0,2.411,30.737,0,0,7.43,9.14,2.076,0,0,0,0,6.466,3.408,3.977,7.54,0,13.735,2.847,5.83,4.448,15.784,2.816,6.06,0,4.057,5.151,5.74,0,3.193,0,3.536,0,5.507,4.291,5.284,0,0,27.349,11.766,0,4.422,0,0,25.987,0,0.078,-0.299,0,0,6.377,0,2.017,4.797,1.861,1.79,1.276,2.777,3.663,2.476,3.021,3.391,2.21,0,2.526,5.719,2.184,0,1.053,5.825,0,2.203,2.572,4.039,0.144,0,0,0,2.603,3.38,2.772,11.28,3.328,4.93,5.719,9.582,0,6.381,0,16.849,14.739,9.423,0,-0.296,7.938,9.102,14.113,20.806,27.076,26.521,24.688,25.3,26.368,26.793,26.669,19.805,19.35,5.244,9.593,26.693,27.993,0,0,20.938,23.473,34.322,29.852,30.89,29.286,7.406,6.86,0,9.857,0,0,16.988,20.44,18.028,18.935,0,5.888,-1.044,2.027,0,8.777,0,12.517,11.492,9.973,5.372,7.891,5.247,6.54,9.305,9.707,5.708,5.327,8.334,7.731,7.843,4.92,7.372,10.396,7.703,5.817,4.678,7.94,16.043,5.974,5.02,2.542,4.431,5.595,3.764,9.418,10.614,8.273,4.792,20.129,20.051,17.707,18.923,15.214,25.452,27.615,28.925,27.594,22.412,23.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1487064179019999385.sgf,ë‚™ì§€ë³´ì?´,çŸ³ç ´å¤©æƒŠ12,0.009,0.048,0,0,0.141,0.186,0.17,0.425,0.282,0.651,0.282,0.484,0,0,0.058,0.513,1.151,0.773,0.708,0.764,0.577,1.696,1.166,0.026,0,1.779,1.899,0.153,0.36,1.621,0,1.757,0.587,2.287,2.358,0.646,0.466,3.116,0,1.836,0,5.001,3.089,3.896,2.523,3.389,3.846,2.599,0,0.473,0,7.943,1.416,2.807,3.029,2.876,0,5.62,7.424,10.191,1.476,2.885,2.916,10.592,10.262,5.231,0,1.953,0.799,4.822,2.981,2.607,0.601,0,2.539,3.563,0,2.023,9.853,0,0,6.283,0,3.03,3.591,2.887,6.06,3.839,0,4.307,5.771,0,1.312,4.018,0,9.829,0,4.197,3.13,4.303,6.017,1.976,8.439,3.202,41.877,0,3.698,0,2.668,0,2.763,0,0.814,0,3.926,5.335,5.653,6.409,4.002,4.314,0,0.503,0.108,-0.667,6.86,4.538,0,0,5.425,6.301,0.711,2.838,4.964,0,3.167,0.402,3.124,1.364,1.739,1.124,0.718,2.57,1.658,4.105,2.154,1.65,3.317,4.237,8.149,0,0,-0.044,1.475,7.601,0,-0.758,27.361,15.902,0,3.583,29.767,34.079,39.724,37.408,24.73,23.414,27.515,34.472,1.034,0,44.195,-0.607,-2.155,0,11.474,6.765,8.529,8.146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1489114677019999451.sgf,æ?Žäº®æ±›01,kunyunyuan,0.13,0.097,0.115,0,0,0.454,0.571,0.34,0.236,0.167,0.818,0.943,0.218,0,0.127,0.296,0.25,0.233,1.633,1.701,0,0.769,1.154,0.583,0,0,1.397,0.967,1.29,1.103,0.558,1.789,1.355,0,1.566,0,0.386,0,4.676,4.753,3.792,2.846,4.844,0,4.39,5.247,2.805,0.51,0.646,10.272,0,0,1.623,2.172,2.878,7.207,1.263,10.105,0,1.616,2.09,0,2.911,0,1.156,1.576,0,0.913,3.591,0.727,8.144,14.624,8.534,5.593,13.073,0,0.628,5.74,1.015,-1.116,0,0,2.167,6.017,4.508,4.539,4.913,7.073,5.617,4.183,3,0.571,3.059,2.157,8.767,0,3.601,4.145,3.858,0,1.705,6.25,5.089,3.238,0,2.567,5.746,1.9,0,0,0,5.346,3.906,1.891,0,0,1.12,3.156,6.145,3.015,0,1.539,1.291,3.138,0,6.112,1.242,2.879,2.773,1.41,3.054,0.248,3.787,1.632,1.088,2.228,7.926,7.775,4.278,0.652,2.389,5.478,3.236,0,3.095,9.809,4.996,0,3.868,3.794,0,0.271,1.337,2.482,1.021,0.272,20.311,-1.121,0,19.148,10.581,6.642,0,0,10.588,10.334,0,4.597,8.888,8.707,8.614,7.917,7.523,10.139,0.817,0.275,5.169,5.949,5.549,4.913,5.379,5.433,2.737,8.53,5.44,5.329,4.521,7.068,3.516,1.835,6.269,8.106,8.067,0.375,-0.231,2.72,4.56,6.841,8.133,8.413,2.281,0,1.794,0,0,1.438,0.17,0.235,0,2.389,3.058,3.282,2.085,2.234,2.457,3.939,1.184,0,0,3.705,3.272,4.113,0.847,0.343,0,1.351,1.362,2.332,0.599,0,2.443,1.648,1.735,3.467,2.253,1.396,1.422,0.11,0.51,-0.248,0.082,2.686,0.518,0,2.663,3.166,2.451,2.356,1.572,1.714,3.868,0,0,0.552,0,0,0,0.68,0,0.31,0,0,0.084,0,0,0.028,0,-0.186,0.333,0.856,0.922,0.987,1.031,0,0.074,0.17,0,1.035,1.065,1.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1491099389019999015.sgf,å?•ç§‹,LWK369,0,0.062,0,0,0.142,0.563,0,0.221,0.158,0.183,0,0,0.211,0.365,-0.028,0,0,0.182,0.128,0.259,0.848,0,0.071,0,1.115,1.047,0.104,0.423,0.865,0,0,0,2.241,0,4.373,1.951,1.705,1.61,0,1.417,1.586,3.422,-0.248,0,0.962,4.275,0.908,3.446,0.585,2.36,0,0.556,0,0,1.577,-0.84,0.536,4.235,7.067,8.655,0,3.403,0,0.831,0,1.388,1.985,3.902,10.147,0.643,1.672,1.461,1.005,5.795,5.34,3.802,4.128,2.341,3.252,1.26,1.632,0.556,0.893,1.012,3.529,1.338,2.647,0.501,0,0.667,2.79,2.146,0,4.772,0,0,14.341,0,7.106,6.422,0.071,1.98,-1.157,0,5.538,8.764,10.878,10.444,9.698,6.572,-0.193,0,3.019,8.79,8.683,8.987,2.891,3.062,5.312,5.143,3.1,6.227,1.081,1.107,0,4.99,5.551,1.868,3.401,7.558,0,0,0,0.332,0,0.069,0,0,0,3.094,3.215,-0.005,0,-0.168,0,0.963,-0.317,0,0,0.515,0.434,2.003,0.958,0,1.464,3.398,0.171,0,0.182,0,0,0.314,0.812,0.462,0,1.484,2.181,0,3.8,4.672,3.678,2.521,2.097,3.348,1.352,1.335,0,3.01,-4.62,0,0,0,0,2.847,0,0.371,0,0.146,0,0.212,0,0,0,0.633,0.794,0.268,0,2.468,2.288,1.411,2.18,0.745,0,0.275,0,0.748,0.398,1.499,2.185,2.975,2.623,1.845,1.863,1.677,1.903,2.294,1.09,3.453,3.227,2.966,1.479,0.205,0,1.466,0,0,1.058,1.407,1.294,0.402,1.177,0,0.098,0.347,0.929,2.077,0.39,0,1.236,0.527,0,0,0.514,0.352,1.198,0,0,0.405,0,0,-0.026,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492079256019999511.sgf,1303744486,å”?è¡£,-0.005,0,0.138,0.611,0.566,0.164,0.459,0,0.187,0,0.207,0.387,0,3.343,0,0,0,0,0,3.363,4.718,5.419,3.495,0,0.857,10.885,0,2.293,0,0,0,0,11.061,1.215,0,0,1.048,0.689,1.282,-0.269,2.836,0,1.692,5.902,1.217,3.085,0,1.214,1.407,1.909,1.671,1.529,0,3.475,4.38,0,0,0,7.781,0,13.559,0,1.795,6.364,1.42,0,1.761,33.961,33.672,0,1.141,1.454,0.311,0,0.505,0,1.521,0.703,0.807,3.067,1.835,5.23,0.391,0.358,4.511,0,0,0,0,0,-0.045,0,0,0,0.75,0,0.914,0,4.008,6.893,2.638,4.337,11.461,11.526,17.482,20.152,1.177,5.589,0.469,1.083,0.842,1.444,2.494,7.016,5.39,1.914,1.515,4.87,4.356,0,0.615,4.282,0,2.755,4.294,0,4.705,0,5.954,1.195,1.411,3.928,4.228,7.487,2.426,1.384,1.121,0.566,5.517,3.951,3.341,11.25,4.139,0.734,2.905,8.232,0,1.545,0,0,0,11.073,0,1.672,1.434,2.32,1.647,2.326,0,3.26,1.384,2.304,0,8.324,0,0.701,0,8.712,0,5.856,3.111,6.731,8.465,6.787,6.55,13.015,13.356,18.048,4.913,1.002,0,4.137,0,0.471,0,12.043,12.706,17.08,18.706,0,4.371,12.333,12.516,0.688,0,0,7.173,8.861,0,5.114,9.492,12.091,8.844,0,21.976,17.031,12.304,15.888,0,2.562,8.317,9.758,4.412,8.263,0,11.87,11.251,11.648,13.356,16.383,16.928,10.306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492262381019999774.sgf,å?‰ä¹ƒ,å°?å±?å­©556,-0.007,0.173,0,0.761,0.542,1.035,0,0.933,0.382,2.223,3.567,0,0,0.524,0,0.697,0,0.822,1.157,0.699,0.591,1.068,1.218,1.744,1.7,0,6.811,8.926,1.307,0.378,1.191,1.669,0,1.03,3.004,3.177,5.141,0,0,2.454,0,3.746,0,0,1.291,1.138,5.419,1.512,1.315,2.595,8.487,1.699,6.307,0.953,3.813,0.77,0,4.811,2.323,4.15,3.758,2.545,1.062,3.204,3.3,5.59,2.206,6.672,4.038,2.709,3.187,1.002,3.889,0,4.549,0,0,0,5.629,0,0.9,0,9.361,0,1.928,3.14,5.431,4.002,3.884,3.604,4.39,4.093,2.568,4.248,4.099,4.547,3.232,2.956,3.922,0.568,3.125,0,3.422,0,10.388,8.135,21.114,0,6.178,0,1.216,0,2.104,7.265,5.477,5.691,5.583,3.503,3.942,3.195,4.551,3.476,4.554,3.003,3.422,6.199,3.69,3.002,5.821,4.964,2.563,5.306,5.171,7.614,10.745,2.343,3.187,5.378,4.524,5.416,11.093,16.561,0,0,7.718,7.508,7.144,13.607,6.869,6.864,0,2.655,0,3.99,2.835,0,0,3.945,4.887,8.625,5.6,0.322,29.319,26.12,24.859,27.503,12.42,14.14,3.771,4.907,5.906,17.484,0,0,0,20.622,13.03,15.128,6.987,7.229,9.815,0,9.04,9.268,9.784,9.615,8.928,8.929,9.749,9.899,2.968,1.622,2.735,2.238,2.359,2.426,3.32,3.648,4.193,2.156,9.335,10.36,9.829,6.594,7.008,7.357,6.359,6.886,7.49,7.452,0,1.715,0,2.045,2.589,2.193,3.499,3.086,1.82,1.519,0,0.29,0,0.488,2.104,0.305,0.339,0.431,0,2.007,2.455,0.699,1.527,1.705,1.489,0.567,0,0.132,0,0.905,0,0.04,47.696,49.769,49.445,48.785,47.476,48.557,48.812,48.053,50.997,49.347,46.279,45.883,48.102,47.487,46.975,44.205,45.147,46.091,0,2.667,2.008,1.555,0,1.742,1.861,0.66,0.722,0.365,2.632,1.891,1.786,1.926,2.908,2.038,2.277,2.708,0,2.052,0,0,0,1.293,0.215,2.184,0,0,0,1.05,0.701,0.741,0,1.347,0.424,0.115,0.122,0.065,0.136,0.272,1.361,1.31,0.156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492321352019999174.sgf,ç½‘è™Ž,é˜¿å?‘123abc,0,0.064,0,0,0.861,0.82,0,0.116,0.112,1.099,1.118,1.489,1.65,0,0,-0.035,0,0,0.208,0,0.102,0.886,0.309,1.242,1.198,1.366,1.188,0,3.998,2.584,1.238,0,3.135,0,1.029,0,1.114,0.131,0.417,1.255,-0.089,2.656,0,0.838,4.947,5.54,6.426,1.869,0,1.917,1.116,1.473,2.602,0,-0.15,0.011,0,2.011,0.556,1.467,0,4.44,1.365,1.566,0.98,1.158,1.512,0.512,0.326,1.488,0.284,1.25,0,-0.023,0,0.029,0.591,0.993,2.15,2.801,2.254,0.609,1.643,2.033,1.275,0.582,1.444,3.314,1.388,1.273,1.489,4.61,0,1.973,7.137,3.238,3.441,4.421,6.667,7.055,6.294,7.064,3.468,0,4.823,1.31,2.501,3.261,3.449,3.701,3.476,0,1.836,3.888,5.006,4.523,2.826,1.324,1.802,0,4.887,3.931,2.852,5.3,2.744,3.645,2.877,2.118,2.949,4.551,8.306,7.544,0.144,2.712,1.603,0.336,-0.331,3.03,2.418,0.852,0.959,0.702,1.371,0,0.019,0,0.902,0.695,7.239,4.276,4.311,0.841,2.126,2.827,0,2.485,4.608,2.276,1.284,0,2.22,2.435,0,0.23,0,1.554,1.33,1.651,1.61,1.988,3.543,0.928,0,4.014,5.079,4.498,1.508,1.576,3.835,2.013,4.445,0,3.467,0,1.691,2.875,0,2.025,1.958,0,0,4.114,0.777,0,0.09,0,1.806,1.779,0.734,0,3.58,4.185,3.318,0,1.73,3.702,0.202,0,0,1.602,0.35,0,2.193,0,0,0,0,0,0,0,0,0,0.357,0,0,0,0.066,0.103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492425169029027402.sgf,ä¹?é¾?å±±æ•£äºº,æˆ‘å¿ƒé£žæ‰¬,0,0.064,0.07,0,0.44,0.47,0.481,0.517,0.33,0.695,1.393,0.424,1.334,0,6.613,4.039,3.491,0,5.445,5.781,5.353,0,-2.483,1.066,0,0,0,0,0.146,11.196,1.626,1.412,14.901,0,0.925,0,0.549,2.679,2.699,1.154,4.234,2.571,2.136,6.42,3.581,4.429,0,1.39,0,1.012,0.903,2.55,2.136,4.688,1.256,2.6,3.636,1.99,2.207,3.743,0.755,1.555,0.168,0.945,1.274,3.788,1.887,2.962,1.384,-0.027,0,3.316,2.862,0,3.85,4.779,3.133,4.288,5.216,5.102,1.308,2.445,1.263,1.708,2.08,2.16,0.854,1.807,1.749,0.69,1.109,1.419,3.197,2.287,0,1.336,1.325,1.973,4.682,0.814,0.265,0,0.981,0,7.074,3.772,5.952,2.93,0.373,5.378,1.761,1.719,5.383,10.832,0.947,1.131,3.07,4.155,6.614,7.112,4.479,5.695,0,0.667,1.298,5.656,0,1.442,0,0,1.547,3.002,0,2.336,5.956,4.459,1.829,4.928,1.511,4.017,2.043,2.725,0.893,6.029,-6.385,0,15.115,2.523,5.498,7.16,6.404,5.002,5.014,7.282,7.338,5.704,5.812,5.949,4.667,5.036,6.622,1.778,1.832,7.728,6.772,3.118,3.035,3.694,3.176,1.23,2.678,0,2.751,2.907,4.403,0,3.715,5.621,1.715,2.547,3.709,0.575,0,0.487,0,1.726,1.564,3.821,3.621,4.565,4.583,3.934,3.752,1.169,0,1.041,1.182,4.047,4.936,5.07,4.512,4.371,4.684,0.166,0,5.35,6.837,0,0,0,0.117,1.58,1.33,2.426,0.612,0,0,0,1.276,0.19,0,0,0,0,0.22,0,0.967,0,0.625,0,0.603,0.756,0.091,0.007,0,23.389,0,34.444,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
