ファイル名,黒,白,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400
1485857550019999032.sgf,股票010299,金树林,0.004,0.048,0.172,0,0.169,0.745,0.621,0.116,0.113,1.625,0,1.514,2.614,3.91,0,0,0,2.64,0,0.862,-0.16,0,0,6.031,0,0.55,0,6.288,16.884,14.285,0,2.571,3.614,2.087,2.226,2.241,3.144,1.477,2.825,3.825,3.679,0.645,0,6.271,3.279,3.749,0,3.126,6.657,2.225,2.581,1.301,-0.243,0,0,0.979,0,5.455,4.778,0,3.161,6.031,5.794,2.598,2.329,2.514,0,0,0.564,2.048,3.43,0,0,0,0,0,8.121,0,0,8.1,-5.614,0.849,18.578,0,0,0,0,0,3.645,4.264,2.833,6.747,0,0,0.475,3.724,-1.932,3.581,0,1.032,0,0,0,0,0,-3.948,3.229,8.074,0,0,0,2.361,6.248,0,0,2.813,7.565,8.8,2.475,0,16.92,5.635,53.471,55.039,39.789,46.553,52.094,53.166,8.731,2.433,3.817,1.276,2.161,1.067,62.656,62.839,58.749,52.679,47.333,43.873,47.168,50.987,44.857,44.863,46.591,57.028,42.762,43.253,56.042,59.344,44.062,37.668,40.137,34.445,48.237,51.811,48.685,41.964,40.083,44.437,46.667,43.864,41.517,39.577,39.76,39.601,35.454,24.201,19.648,23.962,22.05,27.514,29.772,40.562,39.929,55.572,72.369,68.104,69.75,69.59,71.351,72.558,0,0.32,0,1.385,0,3.566,0,1.449,0,0.4,0.983,2.446,4.561,1.13,1.134,1.131,0.307,1.114,0.986,0,1.234,1.444,1.968,0.013,0,0.274,0.348,0.178,0,0.172,0.128,0,0.636,0.762,0,5.246,5.392,4.788,4.223,4.922,-0.039,0.054,0,13.023,0,6.21,1.323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1487078860019999820.sgf,城元,nesta13,-0.007,0.055,0.118,0,0.257,0.697,0.89,0.299,0.56,0.854,0,1.106,0,4.016,0,0.674,0,4.066,5.366,0.756,0.766,1.948,8.393,9.276,0,6.849,2.517,0,13.157,0,0,0.734,0,6.92,0,4.493,-0.66,0,7.922,0,0,0,5.446,5.775,3.321,0,6.437,0,0.456,0,1.903,0,5.409,6.33,5.97,4.055,2.432,2.589,-0.427,0,4.027,2.501,-0.145,0,5.413,5.24,5.786,3.599,2.635,1.225,1.798,2.627,4.809,5.855,5.325,5.569,0,3.997,0,0,1.944,3.122,0,8.043,14.641,12.24,13.166,15.755,13.125,13.925,9.846,9.573,8.468,10.593,15.046,14.01,13.721,14.419,9.256,9.199,9.586,8.456,6.906,15.458,10.403,10.674,10.386,13.722,10.276,17.557,16.756,22.975,15.511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1487174156019999776.sgf,asdfggy,qiufeng002,0,0.055,0.026,0,0.145,0.356,0.217,0.042,0.203,0,0.209,0.234,0.243,0.368,0.226,0,0.831,1.218,2.521,1.022,1.055,1.626,0,0.159,0.702,1.187,0,0.363,1.652,0,0,2.558,0.977,1.738,2.533,0.898,1.539,0.274,0.174,0.853,2.399,0,2.955,1.461,6.028,0,1.46,0.695,0.821,1.689,0.172,1.871,0.163,0.673,2.445,1.52,1.454,0,1.818,3.635,0,3.009,0.335,1.583,1.983,2.358,3.871,6.545,3.669,0.439,0,4.432,2.334,0,12.479,1.479,7.574,0,7.732,12.463,12.536,2.625,2.076,0,0,7.944,8.531,0,0,0,1.302,0,0,17.407,19.309,3.953,0,1.996,3.604,3.912,5.78,7.634,3.24,1.347,1.315,1.111,2.15,0,3.43,0,5.16,0,0.78,5.94,2.42,3.97,4.363,2.187,3.068,0,0.751,4.666,4.64,1.453,1.764,0,0.708,3.87,1.042,0.422,0,2.745,0,4.791,7.808,0,0.588,0,0,4.84,0,0,15.606,0,5.232,8.036,0,0.662,1.681,0,1.82,-0.688,0,-0.437,3.867,0,0.702,0,1.944,0,1.273,1.973,2.272,1.178,3.327,4.362,4.443,2.68,4.941,0,3.118,0,2.475,5.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1487236527019999568.sgf,三苇渡江,沿岸123,0,0.043,0.096,0,0.192,0.525,0,0.56,0.524,0.11,0,0,0.652,0,0,8.155,0,4.21,1.531,3.698,0,0.396,0.72,2.336,0,6.207,4.874,5.039,4.695,6.737,6.02,5.509,5.848,5.974,5.135,4.383,8.621,8.53,9.281,6.683,1.491,6.53,2.392,2.883,0.21,4.954,0,0,7.048,10.459,6.529,8.06,0,0,1.871,1.436,0.832,0,0.954,3.672,2.847,3.157,3.341,1.497,1.196,0,8.605,3.309,0,1.462,0,2.858,0,1.434,12.292,0,0,13.781,0,-0.2,0,1.134,6.127,5.973,0,10.183,-0.408,0,0,0,0,0,4.139,4.682,0,5.304,0,1.607,0,9.879,2.755,2.483,3.469,0,7.154,0,6.964,5.972,6.707,6.375,56.024,4.051,5.296,3.821,2.511,4.44,6.872,0,3.946,3.357,5.89,10.341,4.462,0,3.41,0,-0.504,0,3.757,0,3.714,0.454,3.108,0,-0.382,0,0,3.851,0.177,-1.214,0.888,0,2.943,6.902,5.854,2.331,3.543,0,2.686,4.701,5.936,1.071,0.534,9.44,4.222,4.268,2.734,3.391,1.245,0,-0.162,0,8.802,15.639,0,5.166,0,0.377,18.863,1.357,5.65,0,1.845,5.348,0.457,0.11,-0.36,3.694,1.346,0,0,4.899,0,37.605,0,0,0.662,0,0,0,0,0,0,0,0,13.459,0,19.137,46.373,0,0,29.09,49.646,0,0,29.871,0,3.824,0,0,0,0,0,2.721,0,5.589,0,4.28,0,24.535,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1487328748019999856.sgf,步月山人,suzhouleo2,-0.007,0.048,0.131,0.106,0.852,0.779,1.133,0.976,1.095,0.74,0.281,0.024,3.459,0,1.297,0,0,1.805,0.606,2.682,0.111,1.409,2.226,2.845,0,1.18,0.285,0,0.288,1.21,0,0.181,0,0.716,0.367,4.45,3.447,4.677,1.065,0,0.698,1.628,2.062,1.296,1.329,0,2.686,4.483,3.304,8.37,9.106,2.573,1.112,2.397,0,0,0,-0.393,1.574,2.708,1.448,1.313,3.38,0,0.385,0,0.501,2.51,0.491,1.644,1.606,2.301,2.708,1.443,0.472,3.162,2.545,0,5.288,5.965,5.363,6.164,8.424,6.112,7.919,12.529,4.62,7.186,3.833,0,1.458,1.068,-0.686,-0.196,4.41,-0.734,2.123,-0.18,0.841,0.919,2.951,0.051,0,0.143,0.115,0.785,1.358,1.416,1.068,0.908,5.269,3.233,3.659,2.671,2.911,6.107,1.456,1.67,1.204,3.282,3.486,0.773,0.758,1.228,2.468,1.79,3.726,2.495,0.555,2.217,0.851,4.355,1.648,-0.364,0,-0.055,0,11.825,0,3.987,0,0,24.941,0,0,0,-0.519,11.786,12.491,0,2.425,2.205,0.347,0,1.045,2.258,1.252,1.728,0.815,2.121,1.713,0,1.116,0,1.987,5.163,0,0,1.33,1.943,-0.235,0,3.109,0.341,1.565,3.522,0,0,1.37,2.204,2.49,0.591,0,1.464,1.588,0.929,1.862,2.961,2.574,3.252,0.356,0.899,2.444,2.676,1.206,1.078,2.958,2.748,2.535,3.815,4.303,1.925,0.355,2.022,2.125,2.179,3.183,1.412,5.075,3.752,3.601,3.51,3.465,5.338,3.999,4.369,4.688,4.953,6.393,3.975,1.714,0.445,0.6,0.55,0.948,0,0,0,0.537,0.071,0,0.052,0,0.29,1.026,0,0.852,0,0,0.59,0.364,0.665,0,0,0,0.265,0.165,0.023,0,1.272,1.056,1.057,1.311,1.313,0,-0.027,0,0.93,-0.018,0.942,0.032,0.02,0.049,0.03,0.046,-0.013,0.023,0.014,0,-1.125,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1489996226019999484.sgf,rtggghgg,您好010229,0,0.072,0.176,0.14,0.138,0.159,0.334,0.535,0.639,0.638,0.16,0,5.281,0,0,0,2.832,3.305,1.489,0,0.11,0.779,1.476,1.486,0.783,0,7.352,0,1.721,3.695,0.855,0.897,0,0,0.463,0.539,1.538,0,4.051,0,0,0.887,0.462,1.474,1.769,2.787,0,2.028,0,3.844,0.82,4.133,4.41,3.817,0,0.545,1.643,1.876,0,0.384,2.162,3.111,1.694,2.001,0.021,0,0.228,0,3.573,-0.149,1.069,0.844,1.346,3.352,3.69,0,0.759,0,3.029,2.749,2.62,2.396,3.99,0.92,1.253,0.779,1.017,5.235,0,5.605,0,0.249,2.527,0.625,4.083,2.494,6.149,0,0.717,3.721,1.288,4.703,2.782,1.306,1.943,0,0,2.472,2.3,2.177,1.57,2.366,0,1.389,0,3.057,2.093,2.127,0.693,0.911,6.137,3.487,3.087,5.274,8.311,5.801,33.895,24.128,1.896,0,13.695,15.898,13.972,15.006,0,6.351,3.267,6.852,1.382,2.507,2.118,0,0.619,0,3.042,0,0.642,3.819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490098432019999197.sgf,罗123,啊龙腾虎跃,0,0.491,0,0,0.439,0,0.317,0,0,0.444,0,0,0,0.136,0.273,0.452,0.14,0.269,0.581,0,0.72,0.938,0.121,0.314,1.889,1.485,0.493,1.867,0.161,0,0,0,0,0,0.342,0,0,0.88,0,0,0,1.181,0.634,0,0.159,0,0.851,2.556,2.623,3.778,3.435,2.718,2.547,1.872,0,2.249,2.7,1.936,2.411,0,0.347,0,0.995,0,0.607,2.358,0,0.967,1.823,0,1.86,1.362,2.179,1.901,0,2.163,4.143,4.335,3.83,5.516,5.865,3.303,5.225,4.259,2.963,2.057,2.551,5.858,6.178,4.401,5.844,7.771,7.901,8.881,6.687,3.809,2.983,11.23,10.924,9.499,9.102,2.632,3.398,10.107,12.915,3.398,1.693,1.041,1.325,0,0,0,2.602,0,0.951,0,3.75,4.533,0,9.005,0,0,20.66,15.29,8.98,-1.115,2.864,0,59.194,0,4.917,13.208,2.555,4.438,5.519,6.031,0,6.674,5.889,0.133,2.798,0,4.993,0,3.098,0,3.266,0,9.47,0,1.281,0.632,2.027,2.13,4.255,4.212,4.211,3.283,12.935,10.938,2.113,8.141,6.916,5.751,6.157,7,8.291,8.195,8.12,9.882,7.993,4.144,0,3.433,4.844,5.642,4.113,8.195,1.597,0,0,0,0.252,0.403,0.32,0,0.222,1.912,0.945,0,0.6,0,2.327,0,2.344,2.776,1.814,0,1.66,0,0,2.265,1.359,0.929,-0.408,0.426,0,1.85,1.793,0,0,0.301,0,0.694,0.516,0,1.786,0.282,0.996,1.944,3.287,0,0.211,0.661,0.717,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490173564019999793.sgf,Barbiel丶,孤独123,0.003,0.051,0.014,0.136,0.51,0.191,0.28,0,0.85,0.401,0.842,0,1.607,1.117,0.658,0.669,0.848,-0.169,1.524,1.97,0.723,0,0,0,4.977,0.787,2.713,2.942,5.344,1.029,3.481,2.078,2.288,0.529,0,3.192,0,1.692,2.646,0,0,-0.221,3.618,3.493,4.375,2.123,0,1.393,0.142,2.366,0.134,3.401,0,1.615,1.992,1.296,2.182,6.518,1.768,4.169,1.452,2.18,0,0.149,2.111,0,0,2.015,0,2.685,4.615,6.156,0,-0.196,0.336,1.689,1.832,0.307,3.506,2.718,1.395,6.53,6.374,3.727,4.288,5.369,4.19,0,0.751,6.048,0,0.615,0,1.199,4.706,1.121,1.369,0.744,1.848,2.769,9.759,3.812,9.475,11.529,9.773,8.004,9.793,11.374,13.566,14.446,8.221,10.378,18.996,10.008,3.436,3.861,9.037,0,0,29.739,0,0.692,0,8.396,5.461,2.15,12.638,16.479,5.594,1.596,0,3.668,10.492,6.544,1.736,0,6.601,0,16.363,0,0,47.23,0,37.019,80.198,0,5.137,0,3.832,0,0,25.013,27.094,0,9.116,48,46.668,8.619,1.908,8.827,0,0,27.183,0,5.321,0,-3.459,-0.388,0.799,1.772,7.011,1.543,0.499,0,9.929,11.366,1.845,1.326,1.274,2.656,3.018,0.77,0.093,0,1.294,0,9.583,1.192,1.343,0,3.643,0,2.641,1.135,1.17,0,7.043,7.369,8.079,8.454,4.572,4.005,6.076,10.111,1.562,2.914,4.252,0,4.529,3.695,0,2.781,1.172,2.539,2.963,3.357,3.692,4.037,1.667,3.455,3.472,5.724,5.259,4.453,2.457,-0.124,0,0.925,0.541,1.267,2.393,3.567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1491320073029013325.sgf,周新浩,朱春霖,0.005,0.068,0,0,0.156,0.548,0,0.072,0,0.25,0.678,0.212,0,0.963,0,0,0.452,0.176,0,7.119,5.015,3.394,2.256,1.594,0,1.13,1.071,0.426,0.186,4.91,1.92,1.001,1.207,0,0.662,4.686,3.672,1.234,0.444,2.813,8.595,7.792,6.387,2.138,1.165,4.486,4.69,6.726,0.422,2.314,1.1,2.867,2.723,0,2.097,0.247,0,2.007,-0.175,1.431,1.814,1.06,0,19.409,0,2.401,1.56,4.647,8.157,0,16.171,2.272,5.392,0,0.026,0,0,8.071,7.183,7.098,5.008,7.752,2.451,5.843,2.001,3.22,2.808,4.81,4.73,6.225,7.723,5.352,3.942,0,0,0,2.271,6.705,4.479,4.863,4.259,4.029,3.979,3.054,0.751,0,2.608,0,4.158,0.985,3.666,5.592,0.87,0,3.64,15.906,6.405,0,0,14.026,6.627,3.737,4.807,23.908,18.521,15.618,16.741,15.221,16.054,18.634,16.576,17.79,15.341,16.653,17.651,11.993,10.348,13.119,9.401,13.48,6.004,14.337,13.039,14.247,7.46,6.574,8.978,9.735,9.106,10.992,8.126,16.53,18.784,17.522,22.69,19.643,22.383,25.44,22.933,25.819,20.699,19.059,23.546,20.765,10.696,8.36,13.134,15.04,6.714,17.876,15.885,17.064,17.151,13.749,14.524,12.28,35.44,37.379,8.744,9.311,11.177,10.889,42.105,40.98,48.213,42.699,48.433,46.623,42.43,39.732,53.113,54.785,55.38,30.296,30.782,26.701,27.969,0,1.883,7.998,7.22,1.273,0.965,0,0.418,0,2.583,1.854,0.852,1.977,1.294,3.381,0.733,0,7.913,-0.023,1.713,1.271,0.4,0,1.921,0.662,0,1.683,0.531,0,2.133,2.247,1.989,4.254,0,0.234,0,2.018,2.082,2.138,2.448,0.777,0,0,0,0.632,0.302,0.466,0.707,0.695,0.495,0,0.688,1.404,0.198,0,0,0,0.542,0.337,1.276,0.761,0.112,0.174,0.861,0.171,0.285,0.477,0.837,1.164,0.418,1.264,0.321,1.077,0.601,0,0.938,0,0,0,0.574,0.378,0,0.491,0.013,0,0,0.018,0,0,0.37,0.267,0,0.376,0.366,0.46,1.052,1.069,1.178,1.225,0,0.119,1.084,0,1.008,1.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1491884354019999780.sgf,suzhouleo2,神鹰010273,0,0,0.184,0,0.209,0.201,0.272,0.213,0.174,0.312,0.136,0.096,0.343,0,0,0.321,1.3,0.682,0,1.16,1.255,0.552,0,0.708,0.909,0.37,0.178,0.478,0,0,0,0,0.474,0.52,5.604,0,1.014,0,2.769,0,1.931,0,1.142,0,6.048,0,1.724,0,4.097,0,1.413,0,3.365,0,2.03,0,15.44,17.254,0,2.05,5.592,1.849,2.401,4.125,9.96,9.321,10.481,10.719,12.675,10.961,4.695,7.295,3.385,3.518,0,6.017,0,0,0,1.431,3.53,3.331,3.796,3.912,3.056,4.074,1.909,0,1.19,1.654,5.239,2.234,0,0.297,4.874,6.782,0,0,7.644,7.13,12.392,0,0,10.821,11.581,4.374,7.215,5.215,6.403,2.825,3.835,3.097,1.985,0,6.939,21.746,0,20.826,39.112,0,0,0,1.888,2.231,14.523,0,5.11,10.366,7.981,0,1.881,0,6.049,5.471,4.254,4.444,-0.115,5.492,9.287,0,6.452,0,3.849,7.72,3.588,0,4.181,3.057,11.595,4.717,7.908,4.672,6.832,8.702,7.607,7.469,9.241,3.916,9.186,10.242,9.703,9.412,12.875,10.401,14.75,0,4.395,17.774,8.613,9.949,2.087,0,4.287,3.205,10.934,11.988,12.828,13.319,0,7.436,7.029,6.913,7.481,6.154,6.166,6.361,6.491,7.007,6.846,5.67,6.894,9.351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
