ファイル名,黒,白,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400
1504431095019999565.sgf,æˆ‘æ˜¯æœ€åŽ‰01,æ˜¥æ¡?è¿·ç‡•,0.001,0.137,0,0,0.175,0.616,0,0,0.466,0,0.465,0,2.646,0,1.53,2.754,0,0,0,0,1.433,2.446,0,0.501,0.5,1.344,1.347,0,0.085,1.56,1.212,0,0,1.843,0.543,1.132,1.463,1.824,0,1.37,0,0,0.78,1.009,2.093,4.837,2.146,0,0.318,0.811,3.138,0,0,4.076,1.322,2.189,2.236,3.402,4.588,1.387,2.223,0.667,2.565,2.598,2.287,2.066,2.308,0.02,2.052,1.813,6.019,0.846,0.318,0.844,3.196,1.032,1.386,0.197,0,0.826,0,0.722,2.653,1.477,0,3.217,0.546,3.305,3.086,3.417,8.34,1.249,0,0,1.951,0,3.445,1.972,0.628,5.552,5.423,5.981,5.614,12.408,0,0,10.839,0,3.622,11.432,11.482,14.395,5.871,8.189,0,1.497,0,0.897,0,7.691,2.875,18.175,0,4.274,0.624,3.121,0,9.523,0,7.284,5.216,0,7.524,0,6.315,0,4.226,9.239,0,0,0,3.744,12.917,9.759,0,0.216,0,0,0,0,0,5.009,9.104,5.707,3.976,6.869,5.46,2.297,4.808,18.468,25.406,7.143,6.958,4.35,0.428,0,0,21.918,7.907,8.125,0,2.731,0.332,0.045,0,8.642,11.743,5.33,6.576,3.264,7.014,1.979,5.107,0,2.308,2.344,0.786,0.356,0.169,0,0,0.31,0,0.931,0.693,0,0.305,0,1.676,0.997,1.451,2.79,0.061,0.162,0.924,0,0.62,0.517,2.236,0.166,0,1.781,0,0,0.825,0,0,0.566,0.622,1.595,0.649,1.413,0,0.724,0,1.06,1.915,0.181,0.849,0.138,0,0.471,0.911,0,0.032,0,1.176,1.195,1.245,1.079,0,0.093,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1510387452022109987.sgf,V93675,å¾?è™¹,0.016,0.143,0.024,0.058,0.012,0.196,0,0.386,0.66,0.509,0.624,0.048,0,0.638,0,0,1.254,0.712,0.535,0,0,0.269,0,0.671,1.412,1.826,4.097,1.409,2.096,1.778,2.458,3.364,2.2,2,1.497,0,2.79,3.273,4.684,5.141,0,0.163,2.513,2.844,5.604,1.92,3.649,0.819,2.695,0.224,0.907,0.433,2.229,4.827,2.989,5.286,0,4.723,0,0.63,0,3.898,3.587,1.81,0,0.868,1.983,1.718,3.795,2.721,1.523,0,0,0,0,4.017,10.629,9.274,7.429,3.972,0.11,1.608,0,3.33,1.201,3.536,0.506,0,0.943,2.636,1.779,2.494,2.065,0.133,2.674,3.29,4.834,0.659,1.897,0.647,0.28,0.98,0.299,1.911,0.654,4.681,6.362,0,8.589,8.423,1.893,1.158,1.65,0.775,0,0.777,0,1.615,5.089,1.353,1.765,0.845,0,2.803,6.509,2.645,0,2.921,7.394,6.535,5.482,6.117,7.549,6.251,5.013,5.893,5.499,3.692,5.137,5.563,9.415,7.111,6.569,2.629,2.226,6.473,7.854,8.471,1.009,0,0,3.095,0.993,0.287,0.514,0,2.013,1.583,0.768,0.569,0.976,0,0.184,0,0.106,0,0.271,0,0.261,0,0.625,2.258,0.564,0,0.444,0,0.069,0,0.715,0.193,1.214,0,1.177,0,0,0,1.089,2.046,0.144,0,0.167,0.371,0.248,0,0.182,0.35,0.462,0.325,0,0,0,0.02,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1516716851010001981.sgf,å?—æµ·æ˜Žç? ,æ?‘é•¿å•Š,0.002,0.172,0,0.028,0.519,0.185,0.096,1.739,0,2.626,4.686,0,0.091,0.839,0,0,0,0,0,0.821,0,2.404,0,1.476,2.854,8.216,0,0.955,0.506,0,2.055,1.152,0.078,0,0,0,0,2.839,0,0.699,0,10.538,1.784,5.362,0.945,0.523,0,1.222,1.102,0.673,0,2.409,7.495,1.288,1.325,7.012,5.834,3.531,6.96,4.359,0,2.568,0,0,0,0,0,0,0,0.864,0,1.59,0,0.522,0,0,1.786,0,1.999,4.258,3.627,1.371,6.142,0,0,2.899,2.009,0.804,1.317,0,4.427,7.956,4.667,1.48,0,0,4.182,8.728,0,0,4.699,3.427,1.601,0.471,3.288,2.936,3.325,3.756,2.309,3.051,3.532,1.511,2.376,7.141,1.963,0,0,2.479,0,4.442,1.859,5.102,0,3.499,0,0,2.79,5.858,0,4.849,3.88,10.884,0,2.193,2.736,1.403,2.715,8.261,7.847,17.283,5.542,9.125,5.925,7.8,2.968,5.35,2.924,4.104,0,0,6.07,10.666,12.27,4.287,6.217,3.514,9.452,7.31,4.975,3.154,3.913,2.74,0,1.729,0,8.346,0,0,0,9.252,0,13.824,0,2.65,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1487908699019999188.sgf,ç“¦ç?°åŒ ,å‘¨å‘¨ç†Š8,0.018,0,0.031,0,0.147,0.53,0,0,0.412,0,0.419,0.66,0.613,0.292,0.853,0.492,0.383,0,0.367,0,1.158,0,0,1.647,0,0,1.91,0.726,0,1.949,1.44,1.285,1.716,1.863,0.56,0.766,2.832,1.691,2.21,0.222,0.949,0,0.315,2.115,2.298,2.711,0.765,0,3.99,2.511,6.226,1.937,0.548,6.762,2.413,1.251,0,0,0.517,0,0,0,0.924,0,0.374,1.222,0,0,0,1.45,0.069,0,2.762,5.566,2.164,1.199,2.24,3.286,0,0,0.487,1.53,1.539,0.737,0,1.634,0,1.972,0.697,1.314,0,2.478,4.86,3.861,0,1.58,1.622,0.609,0,1.556,5.82,8.663,0,0.634,0,9.531,0,0,10.93,7.95,9.524,3.65,8.952,1.662,7.241,10.217,3.058,0,0,3.598,4.815,2.231,0,3.651,0.292,0,10.323,7.814,9.832,0.062,0.175,1.141,0,1.07,0,1.566,2.36,0.008,0,2.921,5.071,6.391,0,4.344,0.277,0,0,0.622,1.75,0,0.951,0,0.827,1.651,2.149,0,7.095,2.803,3.495,0,3.58,0,0.342,0.465,6.622,2.386,1.991,0,0.283,0,2.036,1.389,0,2.001,5.371,1.226,0.907,1.269,4.981,4.873,5.967,4.449,4.963,4.635,0.899,3.005,2.244,0,0.091,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1499248018019999601.sgf,375367380,çœ?æ²¹ç?¯01,0.02,0.046,0.191,0.119,0.195,0.332,0.261,0,0.52,0.361,0,0.025,0,0.804,1.235,0.529,0.598,0,0,0,1.19,0,0,0,1.009,0,0,0.499,2.737,2.737,2.322,1.123,2.394,0,3.23,1.936,2.685,2.507,0.443,1.328,3.22,4.434,0,0,0.083,0,4.814,0,0,0,3.475,2.79,3.178,0,0.626,0,0.742,0,0,0,1.719,0,3.106,5.73,1.384,4.408,1.511,0.311,1.812,0.678,7.53,8.172,0.827,0,3.666,0.3,1.682,2.326,3.096,0,0,1.417,1.451,2.26,4.568,4.892,3.709,2.335,1.578,1.89,1.92,0.117,1.405,2.91,4.25,4.378,3.824,4.484,1.575,2.657,1.44,3.103,1.917,1.805,6.969,2.492,2.681,5.695,5.051,3.921,1.603,0.812,2.023,4.05,0,5.198,14.375,0,5.556,3.361,1.848,1.681,0.921,1.492,3.286,1.883,3.418,0,1.944,0,3.447,5.793,0,0,6.756,0,0.607,0,11.389,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1501326878029054909.sgf,çŽ‹å?«ç¥¯,æ˜Žæœˆæ¸…é£Ž,0,0.167,0,0.05,0.14,0.717,1.224,0,0,0,0.887,0.728,0,1.987,0,0.986,2.576,0,0,4.368,11.2,0,0,0,0,0,0,0,2.563,10.744,6.23,9.894,0,0,0,0,5.572,0,1.129,1.848,0,0.037,2.076,3.458,2.086,3.953,2.737,3.91,5.835,11.363,7.016,5.619,16.338,0,3.892,1.634,2.684,1.38,5.526,0,1.917,3.169,1.61,0.186,0,0,2.668,0,0,0.737,3.249,9.667,2.621,2.32,1.829,2.091,1.809,1.737,1.024,2.486,0,2.421,0.626,3.053,0,0.571,2.516,1.394,0,1.698,0,3.398,0.615,2.978,1.278,0.954,0,1.187,0.427,0.88,0,1.595,0,0.927,0,0.778,1.072,0.6,0,1.956,0,0.672,0,3.867,3.766,2.178,1.234,2.739,0,6.973,0,0.136,1.74,0.772,1.383,4.156,2.373,3.133,4,7.883,6.715,7.902,3.577,0.51,0,4.551,6.16,6.193,4.49,5.146,6.058,7.363,2.556,1.596,4.897,3.773,4.809,4.592,5.242,0,1.305,1.66,1.337,0,2.055,2.307,2.387,1.653,1.367,2.018,2.07,3.13,3.845,1.569,1.844,1.412,1.701,1.035,0,0.115,4.772,0.193,0.654,0,0,1.167,1.301,0,0.049,0,0.346,0.879,0.974,0.655,0.392,2.597,0.501,2.621,2.818,0.078,0.957,0.856,1.036,2.767,0.402,0.192,2.388,1.238,1.507,1.389,2.029,2.136,2.467,2.13,0,1.044,0,0.556,2.004,1.74,2.156,2.809,2.322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1517121175010001710.sgf,é£Žçš„å‘¼å?¸,æ²³é©¬äºŒä¸–,0,0.16,0.161,0.102,0,0.385,0.545,0,0.304,0.409,0.468,0,1.034,2.716,0,0,4.271,0,1.96,0,5.309,1.889,2.059,1.915,1.465,1.921,1.3,0,1.674,0,0,6.385,0,0,0,0,2.054,1.599,1.073,0.222,0,0,0,1.326,1.536,1.412,0.798,0.401,0,0,3.084,0,0,0,0,2.447,0.614,0,2.101,0,1.332,3.686,0,0,0,0,3.45,3.26,3.226,0,2.796,0,3.881,2.54,2.215,1.392,6.992,4.357,3.508,4.362,1.615,3.866,5.471,0,0,0,0,0.869,1.45,0.049,1.525,0,0,0,2.577,4.426,0,0.035,1.941,3.01,0,2.647,0,0.02,0.18,1.223,0,0.562,4.781,5.04,8.585,6.241,7.579,7.455,6.302,2.814,3.701,3.863,0,4.509,0,1.579,0,0.31,2.135,1.112,2.583,0,0,1.703,1.982,5.607,0,3.381,5.683,0,4.01,2.89,2.834,0,2.701,0,6.739,6.823,7.315,6.462,6.708,8.649,9.435,8.189,1.353,0,3.928,0,0.12,0,5.331,1.975,3.03,3.255,4.909,0,1.743,0,5.881,4.081,3.931,3.353,4.76,7.759,7.043,7.3,45.131,45.327,48.019,44.757,59.02,61.488,32.317,34.14,58.11,56.928,74.915,69.785,78.652,18.641,15.595,0,0,0,8.65,4.502,6.325,6.358,0.22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1507296893010001512.sgf,guoke01007,é¾™å??äºŒ,0.007,0,0,0,0.15,0.597,0.519,0.317,1.598,0,0,2.976,0,0,0,0,0,1.27,0,0.626,1.028,0.045,0,0,0,1.37,0.846,0.666,0.183,0,0,0.909,2.183,3.879,0.412,0.074,3.582,3.756,0,0,0,3.959,0,0,0,4.926,4.78,3.356,0,5.023,0,1.39,0.308,0,2.583,0.887,1.261,0,0.747,2.277,8.562,0.631,2.517,0.165,1.828,0,0.081,0.696,3.019,0,16.165,12.327,0.126,7.885,8.138,8.7,3.013,4.103,0,0,0,0,0,5.557,5.447,0,0.026,0.477,0.906,1.235,1.978,1.608,1.001,0,0.432,0.087,0.541,2.832,0.999,0,0.795,1.535,0.722,6.646,5.837,5.39,5.51,2.073,0.408,5.99,1.364,2.997,1.092,3.085,1.893,0,0.587,1.416,0,0,1.399,1.524,0,2.877,1.831,3.16,0.514,2.126,1.136,0.266,3.79,3.698,1.363,1.227,1.857,5.596,0,3.797,0,5.677,0,12.171,4.482,3.176,0,12.539,0,0,5.354,0,0,0,3.711,0,3.84,0,32.981,0,2.322,3.148,0.532,7.906,8.937,5.036,0.804,1.935,0,22.393,20.342,1.393,2.663,1.554,7.81,8.716,8.844,3.237,0.95,0.476,0.985,2.526,7.664,2.549,1.978,2.955,5.203,0,0,0,5.527,0,0,1.244,3.744,1.479,0,0,0,3.641,3.797,7.92,5.515,0.471,0,0.091,0,3.586,3.583,4.231,4.658,4.026,2.923,0.377,0,0,0.259,0,1.02,0,0,1.679,1.482,1.17,2.154,2.246,1.372,1.19,2.924,2.275,3.153,5.464,4.354,1.033,1.048,1.825,1.999,1.756,0.787,0,1.906,1.967,1.983,2.011,3.533,1.885,2.081,2.695,0.745,0.776,2.518,0,0,0,0.166,0,0,0.002,0.118,0,1.244,0.124,0,1.057,0.824,0,0.688,0.438,0,0,0.243,0.161,0.213,0,0.778,0.531,0.067,0,1.366,1.857,0,0.346,0.452,0.939,0,0.84,0,0.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1491409967019999553.sgf,å¹³å“¥å“¥,å?¤è´µ,0,0,0,0,0.441,0,0.552,0,0,0,0.084,0.165,0.503,0.823,0.313,0.298,0.323,0.923,0,0.635,1.833,0,0.175,2.036,0,0,0,1.403,1.046,0,0.843,0.852,0.986,0.399,0,0.628,1.106,0.424,0.697,0.179,0.38,0,0.97,0,1.852,0,0.8,0.683,0,0,0,0,1.097,1.484,0,3.982,0,0,0.777,0.59,1.339,0.492,1.037,0,5.8,4.206,0.611,0,0,1.603,1.461,1.689,0.207,0.955,2.08,0,6.995,0,4.385,0,3.433,0,2.489,0,3.994,4.521,3.999,3.478,5.512,2.349,2.521,2.334,0,0,0,0,12.1,11.717,11.377,0,8.21,19.847,16.431,1.939,3.316,5.286,6.485,1.14,5.374,10.219,12.289,26.752,0,0,45.22,0,5.563,0,2.581,0,1.011,0,2.044,0,3.146,1.552,1.519,0,10.908,12.376,1.843,2.117,2.918,0,7.128,0,3.244,3.749,8.149,5.193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490333398019999985.sgf,é‚“æ™ºæ–‡,å¤§å¤§å?”ä¼¯,0,0,0.155,0,0.215,0.366,0.271,0.137,0.104,0.378,0.313,0.163,0.237,0.482,0.192,0.789,0.849,0.771,2.056,1.899,0.673,0.265,0,0.189,2.795,0,0,1.422,1.051,1.17,2.333,4.429,1.505,0.787,0,0.994,0,1.641,0.166,1.516,0,0.544,0.62,1.456,2.355,6.767,1.387,0,2.296,7.36,7.316,0,2.009,2.748,2.129,1.867,1.902,2.671,1.357,2.463,6.331,4.662,6.712,8.244,4.33,5.905,6.671,5.173,5.191,6.558,5.977,5.769,6.108,9.317,7.517,5.837,6.635,6.53,6.566,6.792,7.603,7.667,7.789,7.026,5.978,7.832,9.317,9.842,7.564,7.955,7.582,5.55,2.76,5.649,6.782,4.774,1.546,3.217,10.089,0,5.063,2.453,3.648,4.215,4.597,3.562,4.083,1.685,2.718,4.212,2.644,0.271,0,4.71,5.951,8.219,6.595,5.858,6.234,6,8.973,6.118,7.436,4.484,4.155,6.396,8.211,9.346,9.403,6.457,5.786,7.755,7.498,4.09,5.693,2.738,0,8.893,11.608,6.756,9.821,12.353,17.984,16.924,16.651,14.248,12.14,14.056,11.009,10.87,17.976,13.566,12.44,11.96,14.939,10.963,22.434,21.761,8.102,8.997,0,4.399,6.543,2.781,0.271,2.56,3.748,3.841,12.792,11.934,7.484,7.958,2.031,1.383,3.707,0.019,4.559,3.936,4.178,2.765,5.438,5.709,0.24,2.302,1.741,2.216,2.486,1.844,0,0.328,0.008,4.451,3.642,0.135,0.148,0.472,0.559,3.269,3.212,1.872,2.228,0.047,0,0.067,0,0.864,1.266,1.257,0,1.788,1.727,0.749,0,2.045,0,3.343,4.412,0,1.131,0.077,0,0.182,0.045,0.135,0,0,0.059,0.799,0,0.007,0,0.077,0.005,0.072,0,0,0.006,0,0.02,0.13,0,0,0.027,0,0.018,0.197,0,0,0.072,0,0.138,0.135,0,0,0.03,0,0.169,0.199,0,0,0.028,0,0.043,0.045,0,0,0.027,0,0.152,0.142,0.056,0,0.051,0,0.074,0.135,0,0,0.034,0,0.053,0,0.142,0,0,0.013,0.029,0.034,0,0,0,0.016,0.102,0.092,0.048,0,0.063,0.152,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
