ファイル名,黒,白,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400
1487060979019999433.sgf,å?ªèƒ½æ”»å‡»,å®›ä¸˜æ£‹é™¢,0,0,0.127,0,0.899,0.372,0,0,0,0.242,0.349,0.361,0.308,0.199,0.753,0,0,0,-0.014,0,0,0,0,0,0,0,0.531,0.689,0,0,0,0,0,0,0.492,0,0,0,1.239,1.279,0,2.541,1.505,2.398,5.106,-0.104,0.233,4.985,2.32,1.189,0.545,0,0,1.248,0,0,1.022,0,0.458,0,0.742,0.205,0.302,0,0,0,0,0,0.664,1.088,0,0,0.104,0,0.113,0,0.072,2.556,0,0.404,0,0,0.829,1.036,0.318,2.141,1.063,0,0.276,0,-0.04,0.682,0.151,2.207,2.619,1.642,1.943,7.032,0,2.532,0,6.43,0,6.029,0,0,0,0,0,8.276,18.109,0.801,0,1.615,0.877,0,0,0,0,-0.216,0,5.051,0.815,0.932,0,1.286,1.174,0,4.132,0,0,1.185,0,0.782,0,0,0,0,0,1.261,2.574,1.782,0,1.387,0,0,3.711,3.921,1.451,0.6,0,1.197,0,0.652,0.622,3.848,1.477,0,0,2.477,3.152,0,0,0.358,0,0,1.508,2.737,0,0.266,0,0.229,0,1.609,0,0,0,0.907,0,0,0,2.717,3.097,2.219,3.762,2.281,2.215,1.224,1.675,0.423,0,0,0,0,0.781,0,0.38,0,0,0.234,0,2.124,2.88,1.903,1.639,1.148,0.752,3.961,1.242,1.14,0,1.812,1.868,0,0,0.792,0.907,0.995,0,1.795,2.249,0.426,0,0.612,1.26,1.495,0,0.846,0,0.429,0,0,1.395,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1487063348019999467.sgf,å?ªèƒ½æ”»å‡»,-,0,0.051,0,0,0.89,0.322,0.317,0.439,0.107,0,0.668,0,0,0.672,0,0,0,0.12,1.418,0.831,0,0.602,1.455,0.45,0,0,0,1.162,0,0,0,0,0,0,0.625,0,3.979,3.813,1.844,1.676,0,0,0,0.32,0,0.124,0.993,0,0,0,0,0,0,0,0,1.881,0,0,0.595,1.986,0,-0.001,0,3.431,0,0.666,0,0.32,0.116,-0.161,0.542,0,0,0,0,0,0,1.519,1.911,0.513,1.335,1.451,0,2.74,3.721,3.8,0,2.675,0,0,1.054,0.458,0.815,1.111,0,0,0.939,1.209,0.538,1.097,0,0.98,1.141,0,0,1.635,0,0.285,1.391,3.488,5.408,0.957,2.392,5.526,1.836,0.543,7.441,6.629,1.175,0,8.936,4.918,0,0,0,0,4.889,11.153,3.097,7.902,0,1.208,0,0,0.118,-0.478,2.575,0,0,2.595,0,1.157,4.993,0,3.664,0,1.191,0,0,4.709,11.075,0,5.087,3.019,6.197,0,15.134,0,0,0,37.518,70.893,0,0,4.849,7.926,0,8.062,0,7.511,0,8.561,0,6.254,0,0.331,0,2.87,3.603,-1.444,0,9.58,17.797,17.245,15.811,17.041,11.516,15.077,0,0.777,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1487139915019999382.sgf,ç¾¤ä¼—ç”²,å?ªèƒ½æ”»å‡»,-0.022,0,0,0.133,0.18,0,0,0,0,0.046,0.285,0.263,0.147,0,0.311,0.395,0.488,0,0,2.997,2.056,0,0,0.37,0.383,0.798,1.054,1.27,1.807,0.962,1.695,0,0.406,0.938,0.267,0.908,1.4,1.043,0.234,0.543,0.176,0,1.12,2.241,0.317,1.288,0.758,2.185,0.326,0.481,5.26,0,1.034,5.894,2.689,2.417,0,0,1.091,0.147,5.498,4.474,2.828,0.105,0.2,2.737,0,0.013,0,0,-0.164,0,1.877,1.848,0,6.329,7.273,0,1.659,0,1.045,0.991,0.59,3.359,0,7.216,0,3.396,0,0,4.454,11.632,0,0,7.121,4.094,4.356,0,0,0,0,0,0,2.987,2.489,3.127,0,0,1.466,0.354,0,0,0,6.765,6.688,4.898,6.859,5.859,10.406,5.384,2.367,0.419,0.167,1.678,1.648,1.533,0,0.968,1.921,0,0,4.271,1.942,0,0,17.305,7.831,0,6.26,3.525,0,1.158,0,4.018,-2.536,6.786,5.067,0,-1.531,-5.216,0,0,1.598,0,4.178,0,3.73,0,0,0,0,0,0,0,15.739,0.929,1.889,0,0,1.02,1.824,1.413,4.53,3.926,2.125,0,0,0,12.073,0,5.124,0,8.466,0,0.904,0,0,4.027,0,-2.487,0,4.811,8.917,0,5.502,0,5.264,0,4.521,2.806,2.423,5.468,6.352,1.017,2.81,2.155,1.745,0,0,0,0,3.197,0,0,0,0,3.621,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1487141394019999929.sgf,é£Žå°˜ä¸­çš„é¸¦,å?ªèƒ½æ”»å‡»,-0.011,0.054,0.132,0.098,0.213,0,0,0,0.41,0.616,0.336,0,0,0,0.183,0,0,0,0.376,0,0,0.56,0,-0.041,0,0.228,0.536,0.511,1.392,0.957,0.445,1.051,0.745,0,0,0,0.59,0,0.108,0,0.419,0,0,0,1.337,1.558,2.118,1.871,0.084,0,0.661,0.142,0.565,1.982,1.882,2.636,2.312,2.852,1.988,2.732,1.076,0.396,0.169,1.179,0.284,1.563,1.034,1.934,0,3.869,0,0,5.741,0,0,0,0.429,0,0,2.089,0,0.595,0,0,0.793,0,0.142,2.087,0,0.658,2.276,1.405,0.759,1.006,1.323,0.825,0,2.381,0,0,1.284,0,7.544,-0.133,0,4.529,2.551,0,0,0,0,0.52,0,1.325,0,0,0,3.711,-0.241,0,0,0,0,0,0,0,0,3.074,4.498,0,0,0,0,0,0,0,1.682,0.531,0,2.355,4.76,2.293,0,0,0,-0.247,0,0,1.004,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1487148869019999115.sgf,Anrietta,å?ªèƒ½æ”»å‡»,0,0.052,0,0,0.281,0,0.095,0.054,0.254,0.129,0,0,0.283,0,0.023,0,0,0,0,0,0.428,1.204,1.224,0.45,2.201,0,0.071,0.052,1.263,0.618,3.39,3.471,0,0,0.981,0,0,0,1.249,0.466,0.156,0.346,1.289,2.431,0.373,0.556,0,1.106,0.932,0.462,0.738,1.695,0,0.272,2.449,0,1.29,2.443,1.555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.71,15.313,0,0,0.508,0,0.979,0,0,3.039,0,0,7.122,0,6.154,0,0,-0.499,5.863,0,1.438,3.087,17.736,19.92,23.284,4.401,0,0,0,-0.575,0,-0.472,19.84,0,0,0,13.157,0,3.429,3.723,0,0,0,0,3.097,0,3.865,0,0,0,0,0,6.196,5.783,0,13.185,0.101,0,0,0,0,3.298,0,0,0.735,0,1.237,5.423,3.942,0,1.981,2.14,10.854,0,3.055,4.659,0,11.159,0,0.813,1.359,1.354,2.587,0.827,0,0,2.329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1487151950019999655.sgf,å?ªèƒ½æ”»å‡»,å‘¨æ¼¯ä¹‹é—´æ³¢,0,0.059,0.121,0.1,0.096,0.184,0.505,0.466,0.112,0,0,0,0.667,0.679,0,0,0,0,0,0.971,0.047,0.829,0.682,0.461,1.193,0,1.276,0.648,0.689,0,0,0,0,1.535,0,0.895,1.055,0,0.711,1.696,0,0,2.707,1.678,1.555,7.72,7.806,0,0,0,6.767,-2.832,2.8,14.605,7.685,7.839,0,22.274,0,-0.416,0,0,5.582,0,2.239,0,0,11.56,0,7.571,0,0,0,1.225,0,1.58,0,4.611,4.474,3.97,5.327,4.774,3.278,7.471,13.886,9.12,0,0,5.706,1.387,0,1.79,0,0,0,3.149,4.661,6.628,2.046,1.756,0,1.014,0,0,0,1.093,1.815,1.411,3.933,3.764,0.397,3.064,0,2.66,1.171,2.683,0,0.276,0,4.366,2.936,2.474,0,2.758,0,2.309,1.581,2.39,1.733,3.004,2.934,0,0,4.399,4.965,4.349,5.785,0,3.296,0,1.311,0,10.789,0,2.242,6.949,5.44,3,0,3.771,0,2.508,2.526,0,1.477,2.605,1.714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1488182776019999963.sgf,å?ªèƒ½æ”»å‡»,é•¿æ˜¥éŸ©ä¸œ,0,0.067,0.102,0,0.245,0,0.098,0.368,0.275,0.241,0.04,0,0,0,0,0.772,0.531,1.312,1.024,0,0.279,0.533,0.5,0.384,0,1.223,0,0.606,1.872,4.57,0.762,0,0,0,1.488,1.824,0.833,4.528,0,0.51,0,0,2.375,5.625,0.831,0,0,0,0,6.693,0,0.978,9.241,0,0,0.965,0,0,0,0.085,0,1.823,0,0,4.108,3.791,1.966,0.251,1.937,3.105,0,0,0,0.038,0,0,0,0,0.402,10.462,0,7.848,0,1.978,5.336,3.161,3.005,1.906,0,1.878,-2.572,3.248,0.198,0,2.835,4.658,10.199,0.797,1.432,3.304,4.999,2.745,3.929,4.001,4.086,1.735,0,1.429,2.122,1.077,0,0,1.057,3.375,0.336,1.65,2.623,3.109,1.085,0,1.635,0,2.242,10.694,4.676,1.627,0,0,0,0,0.471,0,0,0,0,0,2.126,1.441,2.354,3.448,2.959,3.204,5.902,0.73,3.421,4.966,3.245,4.062,2.312,0,1.683,1.075,1.41,0.853,0,-0.102,0,1.143,0,0.254,0,0.182,0,0,1.1,0,0.36,0,2.107,0.568,0,1.554,1.036,1.269,1.037,0,0.687,0.47,1.143,1.685,1.45,1.338,0,0,0,0,0,2.333,1.681,-0.275,-0.266,0,0.54,0,1.207,2.181,1.66,0,1.866,1.689,2.662,2.374,1.455,0.287,0,0,0,0.085,0,0,0,0,1.477,0,-0.096,-0.1,0,-0.098,-0.179,0.377,0,0.979,0,1.993,1.538,0,0.998,1.369,1.171,0.905,1.3,0,1.335,1.873,1.002,1.994,3.089,0,2.086,0,2.059,0.817,0.911,1.051,0.955,1.209,1.146,1.34,0,2.206,0,4.82,0,8.616,13.723,0,0.222,0,0,-0.017,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1488367735019999744.sgf,é›¨å­?010204,å?ªèƒ½æ”»å‡»,0,0,0.108,0,0.158,0.171,0.651,0.245,0.91,0.7,0.695,0.65,0,0,0.073,0,0,0,2.046,0,0,0,0,2.999,0.241,0.321,0,0,0,0.208,0,0.949,1.103,1.766,0,0,0,0,1.645,0,0,0,1.589,0.86,0,1.439,0.436,2.536,0.762,1.119,1.465,0.869,0.247,1.375,0.832,0.676,0.745,0,0,1.212,0,0.998,0,0,0,0.096,3.467,0.65,0.777,0.737,0,0.775,3.528,2.28,0.114,0,0,0.018,1.05,0,0.817,0.487,0,0.069,0,0.905,0.089,2.38,-0.323,0,0,1.458,0.745,0.266,0,0,4.883,5.622,0,0,0,7.361,0,2.82,0,0,0,3.503,0,3.025,25.723,0,2.113,3.239,0,0.91,0,1.75,0,0,0.387,0,1.798,0.837,0,0.627,1.142,1.684,5.006,1.235,0,4.112,5.265,0.707,0,0,0,0.137,0,0,0,-0.525,0,3.155,1.414,-0.139,0.078,2.655,4.873,3.969,0.12,0.82,0.085,1.172,4.031,0,6.757,9.096,0,7.253,6.781,3.874,0,0.252,0,0,0,5.704,3.318,5.316,-1.173,-0.36,0,-6.094,-2.493,-4.832,0,0,-2.924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1488370167019999755.sgf,ç…²ä»”é¸¡è…¿é¥­,å?ªèƒ½æ”»å‡»,0.134,0.105,0.121,0,0.012,0.55,0.246,0.378,0.118,1.702,0.913,0.675,1.258,1.597,2.554,0,1.783,1.303,1.213,0.956,0.239,4.71,0,0,0.065,0,0,0,0,0,0.764,0.866,0.669,0.595,0,4.418,1.643,2.58,0.134,0,0.309,-0.158,1.097,0.475,0.492,0.375,0.555,-0.016,1.657,1.097,0,0,0,0.478,1.834,3.655,0.31,0,0.593,0,0,2.871,0.31,0,0.727,1.083,2.643,0.238,0,3.376,0,2.822,0,0,0,1.001,7.064,0,1.95,0,0,0,0,0.189,0,0,2.408,0,2.135,0.59,0.503,1.304,3.746,0,0.718,0.641,0,1.711,3.887,2.867,0,2.092,2.091,0.52,1.51,0.681,1.835,0,0,0,0,1.023,0.226,0,2.798,0.281,0,0.425,0.401,0.573,0.009,0.667,0,0,0.115,0,0.062,1.145,0.905,1.041,0,1.713,2.451,0,0,1.476,0,2.848,0.241,2.453,0,4.455,2.273,0,2.308,0,0,4.472,3.195,0,0,0,0.301,0,0.201,1.756,0,2.54,0.688,0,4.659,0,-1.487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268,0,-0.292,0,1.721,0,1.287,3.358,2.746,2.529,2.637,4.641,1.973,1.45,0,0,1.972,2.509,0.296,0,0.303,1.384,0,0.704,0,0.178,0.509,0,0.207,1.426,2.034,2.425,3.156,0,0.215,0,0.285,0,0,2.958,1.777,0,0,0,0,0,0,0.661,0,0,1.199,0,0,0.264,0,0.639,0.365,0,0.681,1.817,0,0.618,0.451,0,0.59,0.625,0.457,0.559,0,1.113,0,0,0,1.509,0.335,0,0.988,1.321,1.816,2.585,0.352,0,0,0,0,0.013,-0.036,-0.072,-0.017,0,0.029,0.03,0,0.04,-0.069,0,-0.028,0,0,0,0,0,0,0.608,0,0.05,0,0.054,0,0.104,0,0.067,0,0.065,0,0.053,0.05,0.031,0.027,-0.031,0,0.033,0,0.021,-0.005,-0.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1488372995019999720.sgf,å?ªèƒ½æ”»å‡»,å°?ç§‹å•Š,0,0.054,0,0,0.861,0.295,0.31,0.576,0.318,0.49,0.874,0.832,0.181,0.301,0.813,0.482,0.332,0,3.637,1.869,1.171,2.676,0,0,3.158,0,-0.032,0,0,0,0,0.277,1.361,0.238,2.36,2.978,2.718,3.537,2.291,1.915,4.483,3.314,2.782,0.821,-0.317,1.675,2.686,0,0,2.435,2.323,4.833,5.697,4.458,0.615,1.749,0,0,0,3.189,5.153,3.01,2.931,0,0,1.097,0.605,2.3,0,0,1.38,0.751,0,0.758,0,1.255,1.707,2.411,0.46,0,0.206,0,0,0,3.786,0.719,1.263,1.723,0,0.61,0,0.81,0,0,0.784,1.532,4.624,0.35,0,0.067,2.763,5.04,1.893,2.8,0,4.104,0,0.565,0,0,1.39,1.915,0,0.394,1.428,1.72,1.166,1.345,0,0,0,0.491,-0.773,4.761,4.661,4.391,0,3.195,0,-1.178,2.719,1.843,0.893,0.427,3.303,2.135,4.74,3.655,4.907,0,0,5.159,1.686,2.161,0,3.078,0,2.237,-1.053,1.972,5.164,0,0.847,6.129,0,0,6.943,1.274,1.416,0,3.864,2.971,6.062,4.893,0,1.808,0,-0.537,0,1.413,0,0.867,1.347,-0.036,0,-0.084,0,0,0,0,0,0.146,0,4.387,0.346,0.516,2.452,2.176,2.275,0.984,0.682,1.433,0.586,0.555,0,0.767,0.718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
