ファイル名,黒,白,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400
1485958250019999440.sgf,鄂奇行天下,何医生,0,0.043,0.02,0.152,0.085,0,0,0,0,0.078,0.19,0.278,0.063,0.203,0.079,0,0.207,0.818,0.085,0,0.264,1.637,0,3.168,4.073,0,0,0,0.265,0,0.23,0,1.557,2.419,0.366,0,1.3,2.663,2.927,0.38,0.989,0.203,0.15,1.067,1.382,0.949,0.512,1.124,0.214,1.307,1.732,0,0.162,2.549,3.492,1.384,2.095,0.295,1.36,0.441,1.432,0,0.845,1.834,0.859,0,1.013,1.872,1.684,2.405,0.445,0,0,3.871,3.805,2.496,3.684,2.664,3.862,4.054,0,1.655,0,15.592,0,1.29,0,0.426,0,1.335,0,6.896,1.012,1.075,0,-0.152,0,4.052,5.193,1.814,3.843,4.315,2.338,2.14,1.897,4.132,0,0,2.84,0,0,8.644,8.658,10.951,20.687,0,1.024,14.304,0,3.308,0,0,0,0,5.592,6.47,1.907,6.094,7.123,0,0,1.375,0.307,1.039,0.781,0,1.757,1.448,0,0.847,4.502,3.647,1.536,1.715,2.65,5.492,0,2.79,0,8.88,0,1.867,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1488095513019999471.sgf,酒在手,reeellllll,0,0.189,0.097,0,0.164,0,0,0,0.197,0.343,0.399,0.121,0.61,0.348,0.566,1.075,0.049,0.742,0.536,1.904,1.129,1.433,0,2.424,0,0.528,3.576,1.761,0,0,0,2.427,0.551,0,0,0,0,0,0,0,0,0,0,0,0,5.007,3.934,2.68,6.934,3.543,0,1.005,0,8.758,4.501,5.715,0.382,7.867,0,3.967,0,1.195,0,3.531,0,5.8,1.443,0,3.648,4.659,7.221,3.359,3.275,0,0,0,4.277,6.724,2.611,1.116,2.715,2.256,3.176,3.434,0,4.538,1.985,2.764,0,1.624,1.587,0,1.396,3.61,2.666,1.431,0,4.14,0,3.986,0,3.507,0,4.264,7.299,-0.311,2.559,3.275,4.663,0.811,0,4.016,0,2.422,0,1.391,0,2.739,0,6.821,8.951,21.281,25.767,0,21.316,19.35,17.764,15.667,0,9.203,4.786,1.512,0,1.743,0,0.504,2.555,1.419,0.771,-0.483,19.07,19.479,0,0,0,1.08,0,0,0,1.528,0,4.337,6.558,1.409,3.058,1.71,0,7.364,6.093,2.803,0,2.109,3.233,0,0,7.935,0,6.179,0,0,0,6.48,6.023,8.77,0,0,3.631,0,0,2.085,0,19.076,0,3.514,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490925034019999031.sgf,BUSSEESMEN,春风漾秋水,-0.016,0.063,0,0.153,0.541,0.254,0.222,0.09,0,0.038,0,0.603,0.731,0.361,0.276,0.202,0,0.271,0,0.02,4.054,1.375,0,1.841,0,0,0,0.611,6.567,0,0,0,0.462,3.938,1.529,2.112,0.761,2.535,2.508,0.27,0.976,0,3.102,2.993,0,0,0,0,0,3.42,0,0,0,0.454,8.451,2.145,6.057,12.41,0,0.781,0,6.015,1.046,0,7.725,3.286,5.675,5.102,2.748,0,2.724,0,3.308,0,6.522,10.007,0,0,0.518,2.714,0.049,2.264,0.465,2.78,0,0.038,3.6,3.952,1.638,0.896,0.296,2.682,0,1.507,0,0,0,0,0,2.919,-0.205,0,3.749,4.178,3.221,3.468,0,0,1.542,2.837,1.15,0,2.113,0,0,0,6.262,0,0.735,1.77,4.88,0,1.484,7.605,1.278,0,1.14,0,0.745,0,0,0,3.77,3.86,1.164,1.11,1.084,2.071,4.935,2.995,1.793,1.13,2.641,4.212,8.488,11.355,6.119,1.201,0,4.711,5.817,8.673,3.833,1.811,6.325,4.084,4.206,1.974,3.022,0.494,0,1.624,0,0.635,0,0.682,0.654,1.588,0.529,0.893,0,0,1.322,0.705,1.055,0.179,0.995,0,0,0,1.223,6.291,0,2.214,0,1.089,0,0.718,0,1.377,1.381,3.677,0,1.202,2.636,6.762,0,0,0,0,0,-3.42,0,13.883,0,1.39,10.416,6.519,11.746,5.539,5.739,8.65,10.063,14.287,5.842,16.794,0,9.828,9.704,0,10.552,0,-1.352,0,9.007,0,8.779,9.706,7.76,10.169,0,0,0,0,0.708,0,0,3.191,3.782,0,0,4.138,3.084,7.739,5.325,2.185,0,2.828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490928907019999803.sgf,BUSSEESMEN,海螺02,-0.014,0.039,0.02,0.119,0.508,0.146,0.439,0.151,0.111,0.343,0,1.142,0.49,0.718,1.133,1.007,0.903,1.559,0.549,2.22,3.119,0.488,0,0.354,0.543,0.334,0.525,4.308,0,0,1.664,2.638,3.113,0,0,0,2.863,0,0,0,0,5.415,0,3.008,1.21,6.175,0,4.37,4.282,0.35,-0.055,0,0,0.114,0,5.231,0,3.741,0,4.795,6.302,3.605,0,6.062,5.968,16.325,15.504,15.942,17.019,1.4,0,5.433,0,-0.51,0,16.267,0,0.644,0,6.457,0,2.454,3.674,10.768,1.284,5.401,7.995,19.251,21.118,0,0,6.032,0,0.416,4.309,0,49.224,47.282,5.657,0,0,0,0,0,0,0,1.28,12.75,12.225,1.056,0,4.733,0,5.114,1.827,0,5.888,6.35,4.248,4.116,7.652,3.885,0,1.148,1.289,2.311,0,1.005,0,1.182,2.696,4.028,11.014,9.305,17.624,0,0,0,3.703,0,8.177,3.715,4.243,2.876,3.628,1.061,1.52,0.25,0,3.432,7.406,4.161,10.755,8.778,15.244,14.731,7.233,7.416,6.618,4.874,14.498,0.072,-0.291,7.513,12.834,0,2.26,4.569,0.323,3.971,4.618,7.509,11.33,10.213,8.154,0,9.232,9.446,14.04,0,6.237,7.804,4.451,8.39,2.634,0,4.01,49.779,0,0,0,1.166,0,8.88,7.457,31.65,30.904,7.698,6.695,26.225,27.094,5.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1491108577019999632.sgf,BUSSEESMEN,兵哥哥0178,-0.002,0.038,0.022,0.121,0.493,0.22,0.441,0.377,0,0.046,0,0,0.595,1.013,0.253,2.426,3.68,0,1.058,0,1.893,2.677,0,0.553,2.564,1.82,4.729,5.852,1.252,0,4.826,4.867,4.665,0.572,3.97,15.438,18.635,0,0,0,1.13,-0.109,1.517,2.794,7.293,7.108,7.011,10.253,10.06,7.539,5.196,3.932,2.863,2.702,0,1.262,3.508,2.197,0,0,2.367,0.757,0,1.048,0,0,0,0.998,2.592,0.836,0,11.809,17.04,4.739,1.051,0,11.151,0,5.695,0,3.205,3.721,0,0,0,10.314,11.02,0,5.192,2.94,2.931,4.346,6.087,11.337,1.685,2.185,4.884,0,7.864,7.638,6.421,5.643,5.644,7.447,7.954,5.991,2.783,0.304,1.66,5.408,5.218,4.323,4.78,3.117,2.249,1.576,4.173,0,1.066,2.983,0,-1.315,2.338,0,2.447,6.756,5.107,1.028,4.677,1.02,0,6.359,1.936,0,2.109,2.083,0,2.993,3.08,1.081,2.105,0,1.831,6.774,0,2.588,0,0,0,5.109,0,0,5.589,0,0,5.161,0,6.002,0,5.986,0,6.139,0,5.431,0,5.682,0,5.477,0,5.915,0,0,0,0,0,3.104,0,0,5.712,4.571,3.735,0,0,0,0,4.311,5.84,0,4.872,0,0,0,3.675,0,0,0,0,16.116,0,3.723,12.578,4.016,8.354,26.505,0,7.789,0,8.413,8.336,8.384,3.925,14.403,22.169,12.703,16.894,8.584,0,17.232,0,12.013,0,0,17.941,0,0,-0.073,0,0.402,0.416,11.496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492182605019999204.sgf,桂林漓江人,BUSSEESMEN,0,0.04,0.007,0.122,0.178,0.172,0.041,0.169,0.264,0,1.262,0,0.794,0.488,0.202,0,3.416,0,4.219,0,0.5,0,0,0,4.17,0,0.451,0,0.546,1.124,0.664,1.489,0,0.166,0.286,0.524,0.03,0,0,0,2.238,1.848,0.172,0.151,0.084,0,0,0,0,0.248,0,0,2.767,1.236,5.212,3.932,0,0,0,0.822,5.537,3.534,2.078,2.557,4.338,0,3.207,1.756,0,0,2.188,0,2.193,1.293,0,1.546,0,7.178,14.669,24.171,0,1.071,0,1.3,2.83,4.194,3.105,0.17,0.517,7.052,1.29,0.717,7.741,11.948,8.267,11.721,3.947,4.518,4.707,2.407,0.182,-0.103,0.603,1.629,0.267,4.07,3.05,0,1.009,0.902,2.871,0.264,0.911,0,7.202,0.674,2.208,0,10.892,1.529,1.338,1.848,0.852,3.437,9.331,5.117,8.1,6.098,8.945,5.555,9.48,8.089,11.649,0,0,0,0,0,1.523,5.938,0,0,0.531,0.872,0,0,9.221,1.839,2.437,10.243,7.4,0,4.932,9.943,9.262,10.315,7.641,0,10.791,12.742,0.285,0,2.54,10.115,0,0,0,1.344,0,0,2.974,13.604,5.096,0.702,2.661,0.208,2.127,25.642,0,0.947,0,1.131,0,0,0.162,0.416,0,0,1.049,1.713,1.224,-1.056,0,1.088,1.4,1.098,0,3.298,3.508,0.28,0.155,6.083,0,0,0,0,3.22,0,0,1.921,1.162,0.135,0.544,3.844,1.3,1.456,17.365,4.951,0,13.203,16.486,16.738,16.328,17.621,24.227,2.063,0,3.433,0,26.826,6.678,-4.133,-4.053,-0.038,0,1.274,1.413,3.633,4.547,0.582,0,1.583,2.671,1.469,4.653,2.219,4.634,4.085,4.053,3.227,0,1.125,7.327,8.251,3.09,1.422,0,4.582,2.99,2.817,3.568,-5.957,-6.488,9.741,1.299,1.145,2.02,-5.423,-7.124,2.652,2.226,7.612,0,0.226,0,1.172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492218493019999019.sgf,酒在手,191215,0,0.183,0.131,0.076,0.046,0,0,0,0,0.353,0.758,0.774,0,0.531,0,0,0,0.192,0.675,0,0.458,0,0.275,0,0.266,0,0.32,3.358,2.86,3.021,0,0,1.671,2.465,0,0,4.361,13.143,0,0,11.224,6.105,4.927,2.757,2.035,14.108,0,0,0,0,10.159,13.023,5.707,1.377,0.383,2.354,4.13,4.594,1.975,0,0,3.273,0,4.462,6.776,0,0,0,1.48,0,0,4.443,0,10.934,0,8.752,15.507,0.689,0,1.56,0,0.273,1.224,0,3.335,5.095,1.265,0,0,2.707,8.404,2.931,2.549,0,1.986,0,0,0,0,2.908,2.865,9.886,0,3.811,0,4.605,0,0.88,0,2.299,0,0,0,1.204,0,0,0,4.039,2.121,2.889,1.666,0.645,0.568,1.081,1.873,2.168,2.679,1.14,0,1.285,2.182,2.851,3.356,0,6.076,0,2.52,3.57,5.1,4.87,2.193,13.182,-0.342,0,1.488,3.892,0,-0.431,0,0,0.727,0,0.833,16.191,0,0,2.538,0,3.393,0,10.092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1495427397019999420.sgf,学生123456,何医生,0,0.044,0.071,0.176,0.503,0.337,0.481,0.582,0.294,0,0.069,0.196,0.149,0,0.237,0.565,0.698,1.754,0,0.788,0,0.856,2.049,0,0,0,0,0,0.784,0,2.216,2.304,1.998,0,3.58,2.849,1.417,5.309,10.844,4.496,0.631,3.477,0,0,0,0.186,0.094,0,0,0,0.182,0,2.096,0,2.514,2.041,3.219,0,4.666,0,0,0,3.554,1.733,3.953,5.462,4.234,5.78,3.608,0,0.083,1.404,0.346,0,1.771,2.522,0,0.714,8.349,1.258,2.667,0,2.551,0,0,0,0,1.22,0,0,1.359,2.902,3.28,4.583,9.719,0,2.633,0,4.726,9.663,12.975,0,5.204,0,0,15.351,1.034,0,11.774,9.761,5.906,9.091,7.514,6.064,6.067,4.648,4.174,2.973,4.633,0,3.478,2.29,0,13.619,0,0,0,0,0,8.706,5.854,0,0.275,0,0,10.455,0,0,0,0,0.705,0.571,0,0.391,0,0.886,2.023,0,0,0,0.779,1.297,3.297,0.961,0,4.884,3.593,3.494,3.462,1.146,0,1.082,0,3.257,4.121,2.985,4.683,1.831,10.214,8.578,0.14,1.13,0.242,1.269,0,1.421,32.958,0,2.917,0,1.476,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1496048091019999457.sgf,酒在手,糖莲藕,0,0.042,0.101,0.161,0.073,0,0,0,0,0.59,0.43,0,0,0.091,0.629,0.016,0,0,3.628,0,0,0,0.149,0,0,3.872,5.689,3.011,0,1.472,7.288,4.826,1.056,3.285,0,0,6.312,4.532,2.845,5.447,6.68,0,0,1.777,0,4.718,0,0.897,2.806,0.744,0,0.836,3.829,0,0.054,0,-0.455,0.811,1.889,1.841,3.002,0,1.029,1.139,0,0.741,0,5.951,0,0.825,0.584,2.925,1.237,0.871,0,0.531,0,7.742,7.762,10.012,0,0,0,1.238,0,5.094,0,8.211,3.506,5.784,0,3.215,0,11.948,9.642,0,0.914,6.238,7.309,5.222,2.746,2.89,0,13.492,9.684,11.141,11.313,-2.125,0,10.183,9.443,3.026,1.633,0,4.214,1.927,3.928,16.513,20.074,2.114,5.562,0,0,0.974,0,3.583,1.486,0,0.554,1.297,0.716,0.622,2.352,-0.542,0,0,0.713,0,-0.114,0,0,3.398,0,0.413,0,15.812,1.462,3.218,13.02,13.516,15.215,14.294,14.485,4.896,9.375,11.174,9.213,9.914,9.016,9.156,12.276,9.691,11.866,15.127,7.176,7.868,3.759,0,2.718,9.458,0,1.663,0,0,1.196,0,10.719,0,6.901,0,4.062,0,2.117,1.339,3.406,3.179,4.988,0,2.376,10.566,0,0,5.645,0,0,0,5.482,2.557,11.747,9.862,0.777,0.667,0,0.784,2.97,0,0.63,1.015,0,19.336,2.699,0,21.975,19.218,0,0,2.182,16.772,0.7,0,7.381,2.293,5.376,4.99,21.307,2.431,0,1.754,0,8.171,8.75,3.325,0,7.928,0,0,0,14.236,0,0.373,0,0.861,18.615,16.839,17.559,19.898,7.883,0,0,2.582,0,0,3.11,0,6.153,0,10.645,2.923,0.211,0.963,3.513,4.136,5.466,3.551,1.79,2.635,4.366,2.241,2.218,0,0.432,23.702,20.927,2.352,1.635,1.957,1.788,2.664,0,0.394,0,-0.191,0.34,1.385,0.604,-0.462,0,0.021,0.867,0.705,0,0.476,1.169,0.272,0.095,0,0.791,1.542,0.367,0,0.226,0,-0.819,0.809,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1497050956019999372.sgf,西安漂泊,何医生,0,0.053,0.157,0.148,0.15,0.119,0.307,0.246,0.519,0.515,0.433,0.776,3.682,0,0.746,0,1.124,0,0.418,3.293,2.34,0,3.149,0,7.685,0,2.635,0,0.794,0,0.899,3.905,3.643,0,0,0,4.211,0,2.117,8.374,0.308,0.964,0.648,0,0.358,1.077,1.252,0.251,1.314,0,0,0,0,0.695,0.504,1.29,1.885,2.268,-0.008,0.724,0,0.843,0,-0.362,0,1.042,0,0.528,5.559,3.077,0,0,1.254,0,0.504,2.099,0,1.321,1.351,0,2.837,0,0.633,2.194,1.29,1.374,2.771,1.159,2.136,3.127,1.603,2.458,1.326,4.277,3.729,2.281,0,0.98,5.038,0,0,2.245,4.389,4.091,7.291,7.337,7.414,8.996,8.685,9.106,8.216,8.75,8.325,8.385,7.628,6.779,9.012,7.499,5.675,11.63,3.844,1.307,3.208,2.574,0,0,-0.042,-0.59,-1.194,0.232,0.737,1.526,1.13,10.725,6.464,4.974,9.576,13.92,14.301,0.995,2.589,-0.201,-0.277,1.883,0.624,0.628,-1.788,30.245,31.532,26.394,25.152,19.831,20.854,21.404,16.827,16.72,18.622,16.1,16.835,21.126,17.071,20.126,18.772,20.534,19.468,21.107,23.888,21.629,21.455,20.6,20.069,19.717,17.98,2.532,2.813,0.056,27.11,28.345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
